demand; frequency; avg_travel_time
frequency; avg_travel_time
frequency; avg_travel_time
frequency; avg_travel_time
frequency; avg_travel_time
frequency; avg_travel_time
1.0;130.13372956909362
frequency; avg_travel_time
1.0;161.04651162790697
frequency; avg_travel_time
1.0;54.243589743589745
1.0;62.60059171597633
1.0;59.03823529411765
1.0;54.80538922155689
1.0;58.74777448071217
frequency; avg_travel_time
1.0;55.544262295081964
frequency; avg_travel_time
1.0;58.46242774566474
1.0;53.31715210355987
1.0;53.71826625386997
1.0;59.00903614457831
frequency; avg_travel_time
1.0;56.70245398773006
1.0;58.031948881789134
1.0;59.95652173913044
1.0;57.26101694915254
1.0;56.21951219512195
1.0;56.220588235294116
1.0;52.12162162162162
1.0;53.969040247678016
1.0;58.1042345276873
1.0;52.91721854304636
1.0;60.664819944598335
1.0;58.71913580246913
1.0;55.96214511041009
1.0;55.64242424242424
frequency; avg_travel_time
1.0;64.06432748538012
1.0;57.60126582278481
1.0;55.003184713375795
1.0;58.252906976744185
1.0;56.141975308641975
frequency; avg_travel_time
frequency; avg_travel_time
frequency; avg_travel_time
1.0;52.70809248554913
1.0;54.900621118012424
1.0;55.56797583081571
1.0;55.022922636103154
1.0;59.906976744186046
1.0;55.67333333333333
1.0;60.00305810397553
1.0;59.69436201780415
1.0;55.61398176291793
frequency; avg_travel_time
1.0;53.640243902439025
1.0;61.32448377581121
1.0;52.16556291390729
1.0;61.963525835866264
1.0;58.5625
1.0;54.48780487804878
1.0;60.23255813953488
1.0;55.61300309597523
1.0;53.95454545454545
1.0;55.097345132743364
1.0;55.16374269005848
1.0;55.67307692307692
1.0;53.411960132890364
1.0;55.915625
frequency; avg_travel_time
1.0;55.85959885386819
1.0;55.69899665551839
1.0;55.284345047923324
1.0;57.94427244582043
1.0;53.01311475409836
1.0;57.44615384615385
1.0;57.48795180722892
1.0;57.314465408805034
1.0;54.4140127388535
1.0;54.6375
1.0;59.57440476190476
1.0;51.622754491017965
1.0;57.02160493827161
1.0;54.04848484848485
1.0;57.13498622589532
1.0;58.10919540229885
1.0;58.955089820359284
1.0;60.48414985590778
1.0;57.47398843930636
1.0;57.97953216374269
0.09090909090909091;58.91830065359477
0.09090909090909091;54.88650306748466
0.09090909090909091;56.89221556886228
0.09090909090909091;59.48529411764706
0.09090909090909091;56.700581395348834
0.09090909090909091;57.453968253968256
0.09090909090909091;59.27129337539432
0.09090909090909091;57.69747899159664
0.09090909090909091;53.491638795986624
0.09090909090909091;57.225071225071225
0.09090909090909091;55.167682926829265
0.09090909090909091;56.93390804597701
0.09090909090909091;60.8343023255814
0.09090909090909091;56.475903614457835
0.09090909090909091;60.27743902439025
0.09090909090909091;55.37694704049844
0.09090909090909091;60.247058823529414
0.09090909090909091;56.19565217391305
0.09090909090909091;55.96913580246913
0.09090909090909091;61.525373134328355
0.047619047619047616;60.76657060518732
0.047619047619047616;61.73993808049536
0.047619047619047616;54.47040498442367
0.047619047619047616;64.33774834437087
0.047619047619047616;68.87887323943661
0.047619047619047616;51.81543624161074
0.047619047619047616;58.39367816091954
0.047619047619047616;63.36647727272727
0.047619047619047616;60.10591900311527
0.047619047619047616;59.69565217391305
0.047619047619047616;59.953125
0.047619047619047616;56.709779179810724
0.047619047619047616;59.13081395348837
0.047619047619047616;59.68571428571428
0.047619047619047616;61.86024844720497
0.047619047619047616;57.02547770700637
0.047619047619047616;59.930817610062896
0.047619047619047616;60.212034383954155
0.047619047619047616;58.9375
0.047619047619047616;57.87616099071207
0.03225806451612903;57.34441087613293
0.03225806451612903;53.79804560260586
0.03225806451612903;60.538983050847456
0.03225806451612903;58.95988538681949
0.03225806451612903;65.12765957446808
0.03225806451612903;54.848765432098766
0.03225806451612903;59.07602339181287
0.03225806451612903;63.45706371191136
0.03225806451612903;67.1807580174927
0.03225806451612903;61.525862068965516
0.03225806451612903;62.93478260869565
0.03225806451612903;64.71471471471472
0.03225806451612903;59.05421686746988
0.03225806451612903;61.5521472392638
0.03225806451612903;64.99120234604105
0.03225806451612903;59.50898203592814
0.03225806451612903;64.25373134328358
0.03225806451612903;62.41348973607038
0.03225806451612903;61.1536312849162
0.03225806451612903;57.927927927927925
0.024390243902439025;55.79365079365079
0.024390243902439025;61.82890855457227
0.024390243902439025;57.79478827361564
0.024390243902439025;63.4012539184953
0.024390243902439025;69.1432584269663
0.024390243902439025;62.25706214689266
0.024390243902439025;62.94879518072289
0.024390243902439025;67.65349544072949
0.024390243902439025;62.289308176100626
0.024390243902439025;64.81899109792285
0.024390243902439025;56.21884498480243
0.024390243902439025;64.6140350877193
0.024390243902439025;69.10149253731343
0.024390243902439025;71.31065088757397
0.024390243902439025;63.83620689655172
0.024390243902439025;63.534375
0.024390243902439025;53.10703363914373
0.024390243902439025;62.14825581395349
0.024390243902439025;68.26553672316385
0.024390243902439025;58.15483870967742
0.0196078431372549;66.74358974358974
0.0196078431372549;63.879629629629626
0.0196078431372549;68.87257617728532
0.0196078431372549;59.7629179331307
0.0196078431372549;63.09627329192546
0.0196078431372549;62.53389830508475
0.0196078431372549;55.733137829912025
0.0196078431372549;65.95223880597015
0.0196078431372549;65.19667590027701
0.0196078431372549;60.665573770491804
0.0196078431372549;61.07575757575758
0.0196078431372549;66.3409090909091
0.0196078431372549;59.07788161993769
0.0196078431372549;67.47839506172839
0.0196078431372549;61.621212121212125
0.0196078431372549;65.11242603550296
0.0196078431372549;69.68994413407822
0.0196078431372549;60.669871794871796
0.0196078431372549;68.1951219512195
0.0196078431372549;61.19242902208202
0.01639344262295082;60.86206896551724
0.01639344262295082;63.70206489675516
0.01639344262295082;77.25513196480938
0.01639344262295082;62.16358024691358
0.01639344262295082;65.40785498489426
0.01639344262295082;65.57407407407408
0.01639344262295082;70.23529411764706
0.01639344262295082;60.21639344262295
0.01639344262295082;60.83577712609971
0.01639344262295082;68.38461538461539
0.01639344262295082;58.29903536977492
0.01639344262295082;58.43076923076923
0.01639344262295082;58.10725552050473
0.01639344262295082;59.99384615384616
0.01639344262295082;61.12621359223301
0.01639344262295082;67.88252148997135
0.01639344262295082;62.862928348909655
0.01639344262295082;62.31111111111111
0.01639344262295082;66.83282674772036
0.01639344262295082;62.02662721893491
0.014084507042253521;58.95076923076923
0.014084507042253521;56.80547112462006
0.014084507042253521;65.02752293577981
0.014084507042253521;66.51895043731778
0.014084507042253521;71.57566765578635
0.014084507042253521;66.01488095238095
0.014084507042253521;67.6604938271605
0.014084507042253521;69.4
0.014084507042253521;64.71470588235294
0.014084507042253521;58.77739726027397
0.014084507042253521;61.49266862170088
0.014084507042253521;63.38040345821326
0.014084507042253521;59.82769230769231
0.014084507042253521;59.803625377643506
0.014084507042253521;62.79754601226994
0.014084507042253521;66.24307692307693
0.014084507042253521;58.6764705882353
0.014084507042253521;57.12786885245902
0.014084507042253521;63.27113702623907
0.014084507042253521;64.75
0.012345679012345678;62.16955017301038
0.012345679012345678;66.71186440677967
0.012345679012345678;59.094674556213015
0.012345679012345678;59.546827794561935
0.012345679012345678;65.68955223880597
0.012345679012345678;61.924050632911396
0.012345679012345678;67.07536231884058
0.012345679012345678;68.04615384615384
0.012345679012345678;63.15882352941176
0.012345679012345678;64.61609907120743
0.012345679012345678;68.60176991150442
0.012345679012345678;63.72189349112426
0.012345679012345678;59.72698412698413
0.012345679012345678;62.10126582278481
0.012345679012345678;60.33125
0.012345679012345678;57.68867924528302
0.012345679012345678;67.30246913580247
0.012345679012345678;60.94011976047904
0.012345679012345678;73.09169054441261
0.012345679012345678;65.02616279069767
0.01098901098901099;65.61876832844575
0.01098901098901099;66.09009009009009
0.01098901098901099;64.98470948012232
0.01098901098901099;64.7957957957958
0.01098901098901099;65.73760932944606
0.01098901098901099;60.21630094043887
0.01098901098901099;63.39432176656151
0.01098901098901099;73.11044776119402
0.01098901098901099;61.838283828382835
0.01098901098901099;66.70426829268293
0.01098901098901099;65.85626911314985
0.01098901098901099;66.18709677419355
0.01098901098901099;67.98064516129033
0.01098901098901099;61.30769230769231
0.01098901098901099;61.99363057324841
0.01098901098901099;64.93808049535603
0.01098901098901099;69.04093567251462
0.01098901098901099;66.5015873015873
0.01098901098901099;60.22683706070288
0.01098901098901099;62.891891891891895
0.009900990099009901;60.28792569659443
0.009900990099009901;55.86646884272997
0.009900990099009901;71.96511627906976
0.009900990099009901;63.37071651090343
0.009900990099009901;61.09356725146199
0.009900990099009901;75.8448753462604
0.009900990099009901;66.47289156626506
0.009900990099009901;64.3044776119403
0.009900990099009901;64.53869047619048
0.009900990099009901;75.40056818181819
0.009900990099009901;61.67283950617284
0.009900990099009901;60.37116564417178
0.009900990099009901;69.48113207547169
0.009900990099009901;63.28343949044586
0.009900990099009901;58.81931464174455
0.009900990099009901;63.817629179331306
0.009900990099009901;62.36241610738255
0.009900990099009901;68.18731988472622
0.009900990099009901;69.27246376811594
0.009900990099009901;74.67857142857143
0.009009009009009009;61.962848297213625
0.009009009009009009;61.95
0.009009009009009009;74.82492581602374
0.009009009009009009;60.38699690402477
0.009009009009009009;65.83283582089553
0.009009009009009009;85.01988636363636
0.009009009009009009;65.57668711656441
0.009009009009009009;69.19940476190476
0.009009009009009009;71.88922155688623
0.009009009009009009;55.83641975308642
0.009009009009009009;55.25657894736842
0.009009009009009009;62.14102564102564
0.009009009009009009;72.64954682779457
0.009009009009009009;57.297213622291025
0.009009009009009009;70.00842696629213
0.009009009009009009;59.74193548387097
0.009009009009009009;65.24556213017752
0.009009009009009009;67.37764350453172
0.009009009009009009;67.03313253012048
0.009009009009009009;61.429022082018925
0.008264462809917356;67.81194029850747
0.008264462809917356;63.972809667673715
0.008264462809917356;59.596385542168676
0.008264462809917356;64.828125
0.008264462809917356;59.83540372670807
0.008264462809917356;66.55623100303951
0.008264462809917356;70.36624203821655
0.008264462809917356;59.34504792332268
0.008264462809917356;70.6141975308642
0.008264462809917356;69.45125348189416
0.008264462809917356;60.60883280757098
0.008264462809917356;63.37777777777778
0.008264462809917356;62.308383233532936
0.008264462809917356;62.358823529411765
0.008264462809917356;76.04469273743017
0.008264462809917356;61.69329073482428
0.008264462809917356;70.2991202346041
0.008264462809917356;64.76807228915662
0.008264462809917356;59.854838709677416
0.008264462809917356;62.330128205128204
0.007633587786259542;66.30860534124629
0.007633587786259542;67.58387096774193
0.007633587786259542;69.78125
0.007633587786259542;68.31230283911673
0.007633587786259542;75.9080459770115
0.007633587786259542;64.7566765578635
0.007633587786259542;65.59509202453988
0.007633587786259542;73.7090909090909
0.007633587786259542;57.67484662576687
0.007633587786259542;68.67469879518072
0.007633587786259542;70.05539358600583
0.007633587786259542;83.64507042253521
0.007633587786259542;70.98028169014084
0.007633587786259542;78.22881355932203
0.007633587786259542;72.0
0.007633587786259542;65.13291139240506
0.007633587786259542;66.91501416430594
0.007633587786259542;60.579804560260584
0.007633587786259542;62.090090090090094
0.007633587786259542;76.74242424242425
0.0070921985815602835;65.3622754491018
0.0070921985815602835;70.228125
0.0070921985815602835;62.483383685800604
0.0070921985815602835;57.94871794871795
0.0070921985815602835;56.165079365079364
0.0070921985815602835;60.901898734177216
0.0070921985815602835;67.60990712074303
0.0070921985815602835;72.39349112426035
0.0070921985815602835;61.13149847094801
0.0070921985815602835;63.98757763975155
0.0070921985815602835;72.76
0.0070921985815602835;63.70287539936102
0.0070921985815602835;74.61473087818698
0.0070921985815602835;64.68656716417911
0.0070921985815602835;64.88379204892966
0.0070921985815602835;70.72289156626506
0.0070921985815602835;80.1536231884058
0.0070921985815602835;66.30952380952381
0.0070921985815602835;64.70625
0.0070921985815602835;63.54153846153846
0.006622516556291391;65.33527696793003
0.006622516556291391;76.01159420289855
0.006622516556291391;74.00581395348837
0.006622516556291391;65.29305135951661
0.006622516556291391;65.11044776119402
0.006622516556291391;65.2530487804878
0.006622516556291391;55.28231292517007
0.006622516556291391;66.46645367412141
0.006622516556291391;62.205607476635514
0.006622516556291391;70.88101983002832
0.006622516556291391;63.65868263473054
0.006622516556291391;66.05438066465257
0.006622516556291391;63.90614886731392
0.006622516556291391;59.6966966966967
0.006622516556291391;61.44615384615385
0.006622516556291391;63.5503144654088
0.006622516556291391;68.18840579710145
0.006622516556291391;57.39432176656151
0.006622516556291391;65.53538461538461
0.006622516556291391;63.864197530864196
0.006211180124223602;69.12084592145015
0.006211180124223602;62.733333333333334
0.006211180124223602;66.4090909090909
0.006211180124223602;56.96330275229358
0.006211180124223602;62.34049079754601
0.006211180124223602;66.77708978328174
0.006211180124223602;70.09638554216868
0.006211180124223602;61.3125
0.006211180124223602;63.00319488817891
0.006211180124223602;66.60766961651917
